filename,width,height,class,xmin,ymin,xmax,ymax
img-320_jpg.rf.0765b31c7ff97bf3c391782c13bb9818.jpg,688,300,pothole,33,102,643,229
img-320_jpg.rf.0765b31c7ff97bf3c391782c13bb9818.jpg,688,300,pothole,275,22,361,57
img-268_jpg.rf.08736c012f711f24b023c914e4205149.jpg,720,720,pothole,257,194,493,413
img-103_jpg.rf.09abf1a8e3477718e143255af3534d29.jpg,720,720,pothole,263,250,478,365
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,86,290,196,340
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,60,211,117,233
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,156,190,209,211
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,158,158,190,170
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,122,157,155,166
img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,142,132,180,140
img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,91,175,176,205
img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,118,196,434,254
img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,272,255,532,299
img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,109,280,203,298
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,193,223,348,276
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,139,272,366,355
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,300,355,350,395
img-198_jpg.rf.0b1cb1e07fefe54965584465087f960a.jpg,720,720,pothole,369,377,599,482
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,36,153,234,233
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,103,119,140,131
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,34,240,95,299
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,273,193,341,236
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,312,241,353,282
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,360,226,418,269
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,358,181,436,217
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,365,145,478,188
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,321,125,362,149
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,338,109,401,130
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,253,140,323,184
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,213,116,247,137
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,431,218,479,258
img-577_jpg.rf.0b2614262552a9d5aef5b1c24ac4d748.jpg,480,300,pothole,221,203,252,236
img-291_jpg.rf.0c1b9f687f136c9b1970efaa75d32231.jpg,536,300,pothole,65,187,388,299
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,95,80,315,197
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,316,146,553,299
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,482,119,522,150
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,447,71,501,102
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,402,83,462,127
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,354,20,400,54
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,275,5,337,20
img-622_jpg.rf.0de72c0dc080b1c68cc7573ef9e7d9aa.jpg,655,300,pothole,194,15,228,34
img-534_jpg.rf.0e6dc3d1cfb351bc4a784ef45b77e29b.jpg,400,300,pothole,147,165,183,175
img-534_jpg.rf.0e6dc3d1cfb351bc4a784ef45b77e29b.jpg,400,300,pothole,0,238,52,255
img-534_jpg.rf.0e6dc3d1cfb351bc4a784ef45b77e29b.jpg,400,300,pothole,174,244,335,289
img-534_jpg.rf.0e6dc3d1cfb351bc4a784ef45b77e29b.jpg,400,300,pothole,252,165,399,179
img-534_jpg.rf.0e6dc3d1cfb351bc4a784ef45b77e29b.jpg,400,300,pothole,183,127,278,142
img-653_jpg.rf.0f72804027539a5d8568596a63951912.jpg,450,300,pothole,0,56,86,125
img-653_jpg.rf.0f72804027539a5d8568596a63951912.jpg,450,300,pothole,59,0,123,13
img-653_jpg.rf.0f72804027539a5d8568596a63951912.jpg,450,300,pothole,51,79,378,258
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,187,105,222,115
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,181,94,205,104
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,160,88,181,94
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,170,133,204,141
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,177,143,243,162
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,187,173,314,217
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,167,241,213,265
img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,239,260,304,299
img-4_jpg.rf.11ae6e7fa2785e9062e1dd8c234333d9.jpg,720,720,pothole,176,272,575,538
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,170,149,232,177
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,191,123,236,143
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,258,139,298,155
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,319,146,360,162
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,323,105,363,124
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,399,106,436,128
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,235,180,326,223
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,270,232,332,274
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,478,23,573,52
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,264,50,328,67
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,183,79,223,92
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,138,56,176,72
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,108,72,141,88
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,49,81,106,100
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,108,103,164,127
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,185,93,217,106
img-510_jpg.rf.123e51756929d8babd5c1cd39b0edcad.jpg,583,300,pothole,420,67,454,80
img-351_jpg.rf.123b3f4e806dcfb111186da693c996c9.jpg,533,300,pothole,0,100,467,299
img-279_jpg.rf.126ee458fab6a3983e7336bd4408e701.jpg,720,720,pothole,301,290,440,416
img-447_jpg.rf.12ad904248518608161ea94123c2d60a.jpg,534,300,pothole,41,115,299,265
img-660_jpg.rf.136a06754370aa1b86ee084c9ae6da5f.jpg,450,300,pothole,211,225,287,273
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,286,157,445,293
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,414,367,532,510
img-208_jpg.rf.137d967b7b8672f47e86429a98b89252.jpg,720,720,pothole,270,436,418,583
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,150,155,189,179
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,121,134,153,151
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,108,112,149,135
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,68,140,113,167
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,207,132,225,142
img-514_jpg.rf.1420b37cfd4c94e8f691c667c989a5f4.jpg,300,397,pothole,93,222,222,362
img-538_jpg.rf.14ed12805bf86f1eb7a5cb9da970b755.jpg,450,300,pothole,124,94,417,274
img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,425,118,486,134
img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,410,134,570,184
img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,0,135,347,242
img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,429,222,570,299
img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,233,54,282,80
img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,242,106,337,162
img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,70,154,344,259
img-102_jpg.rf.16c56ff8f761aec963d9b57aa1b2d3fd.jpg,720,720,pothole,229,245,491,549
img-568_jpg.rf.16fab8adbb7580a03dddd4f458212d4c.jpg,400,300,pothole,112,101,267,167
img-568_jpg.rf.16fab8adbb7580a03dddd4f458212d4c.jpg,400,300,pothole,89,80,134,100
img-299_jpg.rf.175bd48885a00ca91af2cde359d324ba.jpg,453,300,pothole,200,36,316,120
img-299_jpg.rf.175bd48885a00ca91af2cde359d324ba.jpg,453,300,pothole,40,122,244,290
img-299_jpg.rf.175bd48885a00ca91af2cde359d324ba.jpg,453,300,pothole,14,0,177,73
img-453_jpg.rf.17e48aa652a50a8bc9d06d3ded580033.jpg,450,300,pothole,109,177,299,296
img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,173,95,264,122
img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,324,99,437,114
img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,253,69,318,77
img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,199,132,240,149
img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,1,159,242,299
img-426_jpg.rf.18bab6ba48f960ed751cb35d1f628523.jpg,600,300,pothole,0,51,437,271
img-231_jpg.rf.1834b79b17ce894fbdc7c5334407d877.jpg,720,720,pothole,244,218,482,389
img-231_jpg.rf.1834b79b17ce894fbdc7c5334407d877.jpg,720,720,pothole,335,66,421,96
img-287_jpg.rf.19a805e3a1845683bb4f47af51b8de37.jpg,401,300,pothole,14,89,352,281
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,299,283,482,374
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,256,135,401,222
img-216_jpg.rf.1a3dd495b3e6ba5f9cc43cec992021d7.jpg,720,720,pothole,455,439,552,493
img-55_jpg.rf.1b8af76b80e22349171b71e533fa126d.jpg,720,720,pothole,95,451,171,502
img-55_jpg.rf.1b8af76b80e22349171b71e533fa126d.jpg,720,720,pothole,149,394,246,447
img-55_jpg.rf.1b8af76b80e22349171b71e533fa126d.jpg,720,720,pothole,289,305,472,418
img-55_jpg.rf.1b8af76b80e22349171b71e533fa126d.jpg,720,720,pothole,403,168,476,221
img-55_jpg.rf.1b8af76b80e22349171b71e533fa126d.jpg,720,720,pothole,0,26,200,140
img-83_jpg.rf.1c7a57b033ede2a3e95532df258578d4.jpg,720,720,pothole,275,262,467,473
img-61_jpg.rf.2000a63661f2976215d740c84a7fa546.jpg,720,720,pothole,276,264,400,340
img-583_jpg.rf.1bc1beae7fba61be76c754940edf7c6a.jpg,533,300,pothole,337,93,495,153
img-427_jpg.rf.2031f93af77c47391e2b6963f7536621.jpg,300,300,pothole,42,74,240,180
img-177_jpg.rf.218561bceb58b04e0bf46a7c297179a0.jpg,720,720,pothole,254,247,443,365
img-5_jpg.rf.22d6ac3fcee8b8da274f6c1d625215e2.jpg,720,720,pothole,232,314,527,411
img-5_jpg.rf.22d6ac3fcee8b8da274f6c1d625215e2.jpg,720,720,pothole,124,452,211,506
img-163_jpg.rf.232bf43b16b71f5c5581f7d908e3e253.jpg,720,720,pothole,256,281,516,486
img-163_jpg.rf.232bf43b16b71f5c5581f7d908e3e253.jpg,720,720,pothole,661,215,719,266
img-84_jpg.rf.220a0bb7cdb0d030acdaaeb8724ed36d.jpg,720,720,pothole,208,234,350,339
img-84_jpg.rf.220a0bb7cdb0d030acdaaeb8724ed36d.jpg,720,720,pothole,268,343,384,437
img-84_jpg.rf.220a0bb7cdb0d030acdaaeb8724ed36d.jpg,720,720,pothole,73,602,222,715
img-319_jpg.rf.22b65d4f7c9aa300d0878e9424a40d67.jpg,300,369,pothole,70,135,235,211
img-100_jpg.rf.233751cac3399aa80b5e58a2afbb753a.jpg,720,720,pothole,234,271,433,387
img-570_jpg.rf.23478ec934f8e2d0ff5838c3124d89f2.jpg,533,300,pothole,284,125,364,171
img-570_jpg.rf.23478ec934f8e2d0ff5838c3124d89f2.jpg,533,300,pothole,231,187,321,215
img-570_jpg.rf.23478ec934f8e2d0ff5838c3124d89f2.jpg,533,300,pothole,157,263,214,299
img-570_jpg.rf.23478ec934f8e2d0ff5838c3124d89f2.jpg,533,300,pothole,415,213,471,239
img-570_jpg.rf.23478ec934f8e2d0ff5838c3124d89f2.jpg,533,300,pothole,348,38,395,73
img-180_jpg.rf.23e2fffafadf7ef2741d68402213261b.jpg,720,720,pothole,217,278,506,420
img-326_jpg.rf.25f754ec5e29d2861ed7c05c1129a4dc.jpg,442,300,pothole,94,50,299,200
img-612_jpg.rf.246d9a359d2add666e99da37d8590d5c.jpg,400,300,pothole,18,116,304,253
img-612_jpg.rf.246d9a359d2add666e99da37d8590d5c.jpg,400,300,pothole,225,58,271,73
img-612_jpg.rf.246d9a359d2add666e99da37d8590d5c.jpg,400,300,pothole,220,95,261,110
img-612_jpg.rf.246d9a359d2add666e99da37d8590d5c.jpg,400,300,pothole,313,88,359,102
img-646_jpg.rf.26acf4b2f9f7b0e0935e30c10b22de66.jpg,534,300,pothole,142,173,396,243
img-181_jpg.rf.27e6333bebd7c84f8b89871c21b1608b.jpg,720,720,pothole,290,332,465,454
img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,295,213,337,243
img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,133,83,289,182
img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,75,64,152,100
img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,16,49,54,72
img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,0,27,21,42
img-456_jpg.rf.2907a3b901643efa6b8abd6d9d201b86.jpg,533,300,pothole,106,143,402,204
img-367_jpg.rf.299c5300a46524bfd3b2ae5e2a7398e8.jpg,449,300,pothole,149,80,257,209
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,184,295,424,402
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,618,301,683,365
img-203_jpg.rf.29fcf9b56cd28acd7b8f97d171463785.jpg,720,720,pothole,396,230,597,324
img-450_jpg.rf.2a5241c5070556dedad85c9642d81858.jpg,400,300,pothole,90,81,313,167
img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,328,209,371,237
img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,214,165,321,236
img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,158,179,213,208
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,0,186,187,275
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,101,83,282,150
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,0,54,143,132
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,166,43,245,67
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,315,26,533,89
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,295,86,462,138
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,365,169,533,274
img-655_jpg.rf.2a815e4e1eacc4b38e0f61a883f60211.jpg,534,300,pothole,0,24,117,52
img-638_jpg.rf.2a8faf540acd84c4eba228bf828631be.jpg,533,300,pothole,21,26,488,271
img-189_jpg.rf.2afafdf425170ac8e1cbb58c488c4c4a.jpg,720,720,pothole,260,277,467,411
img-569_jpg.rf.2b1c4b01aeb0f3c6b2f853c7b121fa62.jpg,400,300,pothole,157,123,241,145
img-569_jpg.rf.2b1c4b01aeb0f3c6b2f853c7b121fa62.jpg,400,300,pothole,150,155,277,189
img-251_jpg.rf.2e205a42d00f6497563dedaba7387613.jpg,720,720,pothole,212,290,576,522
img-513_jpg.rf.2d62e3be85f489e3bc9060023ee2ea8f.jpg,400,300,pothole,42,93,308,181
img-144_jpg.rf.2e98a93812eee1ad65ad7e3f9f5620ad.jpg,720,720,pothole,258,353,428,463
img-144_jpg.rf.2e98a93812eee1ad65ad7e3f9f5620ad.jpg,720,720,pothole,30,200,102,245
img-16_jpg.rf.3018a4883623e53e929435fc084c2200.jpg,720,720,pothole,257,278,451,459
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,313,156,360,175
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,435,194,525,220
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,397,159,433,181
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,367,126,389,139
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,290,106,327,119
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,327,201,371,222
img-551_jpg.rf.2b6aca4deb8d05243dbefe85f26bbcf3.jpg,527,300,pothole,340,113,367,120
img-496_jpg.rf.2c704dcb336ff2900ab1082067367d75.jpg,465,300,pothole,0,105,464,299
img-610_jpg.rf.303b62652c5bf84b706fe1002f863b2f.jpg,300,400,pothole,101,211,236,281
img-610_jpg.rf.303b62652c5bf84b706fe1002f863b2f.jpg,300,400,pothole,124,146,194,171
img-610_jpg.rf.303b62652c5bf84b706fe1002f863b2f.jpg,300,400,pothole,60,156,105,174
img-610_jpg.rf.303b62652c5bf84b706fe1002f863b2f.jpg,300,400,pothole,0,210,68,237
img-515_jpg.rf.3067bb2cb196b47aae9fbfa1af6261e4.jpg,449,300,pothole,100,66,313,215
img-310_jpg.rf.30a2a42ac01cf4b630874592f4d801ef.jpg,451,300,pothole,143,137,251,162
img-310_jpg.rf.30a2a42ac01cf4b630874592f4d801ef.jpg,451,300,pothole,340,99,413,117
img-310_jpg.rf.30a2a42ac01cf4b630874592f4d801ef.jpg,451,300,pothole,148,158,416,273
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,483,183,526,197
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,375,167,461,196
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,299,155,345,181
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,238,146,301,181
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,251,127,275,140
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,162,134,212,147
img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,108,187,308,233
img-113_jpg.rf.31b41591a5e0c7b0aa02e133e79e1e2a.jpg,720,720,pothole,89,141,594,458
img-142_jpg.rf.324ee78ee3122e5a751d32198a2e11cb.jpg,720,720,pothole,180,298,537,396
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,117,194,160,210
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,173,186,231,209
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,155,207,207,228
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,140,229,207,262
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,167,173,213,186
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,140,170,190,177
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,145,156,160,164
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,74,273,140,299
img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,143,261,283,298
img-136_jpg.rf.3372e97742e4ded8b208f90043981012.jpg,720,720,pothole,289,260,399,389
img-66_jpg.rf.356b50eb43676369ecee335108c3709f.jpg,720,720,pothole,243,197,484,466
img-66_jpg.rf.356b50eb43676369ecee335108c3709f.jpg,720,720,pothole,413,211,503,305
img-66_jpg.rf.356b50eb43676369ecee335108c3709f.jpg,720,720,pothole,373,26,434,65
img-66_jpg.rf.356b50eb43676369ecee335108c3709f.jpg,720,720,pothole,58,29,121,51
